"@authors","Tomedes,romczek, Haxorek, Michał Lisowski, knurson132, Jan Mikołajczyk, Alex (demostenes), Bartłomiej Mathea, oschlypajac, Average-Guy, Lujka200, Dominik Łukomski, aleks4ndra, Jestemkioskiem, Illeen Avon, Adrian Wajer, Zedarrr, koscian, Ribson, jestemkioskiem, przykrasprawa"
"@vars","$go=go|ją,$mu=mu|jej,$jego=jego|jej,$on=on|ona"

"name-consonants","bcćdfghjklłmnńpqrsśtvwxyzżź"
"name-vowels","aęeęioóu"
"act-barter-action","Wymiana"
"act-cancelTravel-action","Przerwij podróż"
"act-endgame-action","Powrót do menu"
"act-loot-action","Zobacz przedmioty"
"act-mapShot-action","Zapisz zrzut ekranu"
"act-open-camp-action","Obóz"
"act-report-action","Zobacz raport"
"act-returnhome-action","Zakończ ekspedycję!"
"act-showStats-action","Zobacz mapę"
"act-stopRest-action","Zakończ odpoczynek"
"act-stopWait-action","Zakończ czekanie"
"act-travel-action","Rozpocznij podróż!"
"anm-camel-title","Wielbłąd"
"anm-camel","Spokojny wielbłąd. Zwiększa ładowność ekspedycji."
"anm-chasmosaurus-title","Chazmozaur"
"anm-chasmosaurus","Wielki, lecz powolny roślinożerny dinozaur."
"anm-dog-hunting-title","Pies myśliwski"
"anm-dog-hunting","Najlepszy przyjaciel człowieka"
"anm-dog-husky-title","Husky"
"anm-dog-luis-name","Luis"
"anm-dog-luis-title","Pies zwiadowczy"
"anm-dog-luis","Mały, lecz mądry pies. Wierny, czworonożny towarzysz dziennikarza Tima Timstera."
"anm-dog-pug-title","Mops"
"anm-dog-pug","Najlepszy przyjaciel i sekretny terapeuta Kjellberga. Lubi poezję i taniec."
"anm-donkey-title","Osioł"
"anm-donkey","Osły zwiększają ładowność ekspedycji."
"anm-elephant-title","Słoń"
"anm-gorilla-title","Goryl"
"anm-gorilla","Ledwie oswojony goryl. Dzikie zwierzę, które pozbawione łańcuchów wokół szyi najprawdopodobniej by uciekło lub nas zaatakowało."
"anm-hyena-title","Hiena"
"anm-hyena","Ledwie oswojona hiena. Dzikie zwierzę, które pozbawione łańcuchów wokół szyi najprawdopodobniej by uciekło lub nas zaatakowało."
"anm-parasaurolophus-title","Parazaurolof"
"anm-parasaurolophus","Zazwyczaj bardzo spokojny i przyjazny roślinożerny dinozaur znany z charakterystycznego grzebienia na czaszce."
"anm-raptor-title","Raptor"
"anm-raptor","Bardzo inteligentny, lecz wielce agresywny mięsożerny dinozaur."
"anm-tiger-battle-title","Tygrys bojowy"
"anm-tiger-battle","Ledwie oswojony tygrys bojowy. Dzikie zwierzę, które pozbawione łańcuchów wokół szyi najprawdopodobniej by uciekło lub nas zaatakowało."
"anm-tiger-title","Tygrys"
"anm-tiger-white-title","Biały tygrys"
"anm-sabertooth-title","Tygrys szablozębny"
"anm-tiger-white","Ledwie oswojony biały tygrys. Dzikie zwierzę, które pozbawione łańcuchów wokół szyi najprawdopodobniej by uciekło lub nas zaatakowało."
"anm-tiger","Ledwie oswojony tygrys. Dzikie zwierzę, które pozbawione łańcuchów wokół szyi najprawdopodobniej by uciekło lub nas zaatakowało."
"anm-tortoise-title","Olbrzymi żółw"
"anm-tortoise","Naprawdę wielki żółw. Zwiększa ładowność ekspedycji."
"anm-waterBuffalo-title","Bawół"
"anm-waterBuffalo","Bawół. Zwiększa ładowność ekspedycji."
"attack-loki-name-1","Stała Wiązka Lokiego"
"attack-loki-name-2","Defensywna Wiązka Lokiego"
"attack-loki-name","Zmienna Wiązka Lokiego"
"attack-name-10","Przebicie"
"attack-name-11","Rozpruwający Skok"
"attack-name-12","Oskrzydlenie"
"attack-name-13","Obrona"
"attack-name-14","Mocna Obrona"
"attack-name-15","Maksymalna Obrona"
"attack-name-16","Stabilna Pozycja"
"attack-name-17","Przewaga Taktyczna"
"attack-name-18","Unik"
"attack-name-19","Manewr Obronny"
"attack-name-1","Podwójny Atak"
"attack-name-20","Wybitna Taktyka"
"attack-name-21","Obserwacja"
"attack-name-22","Czujność"
"attack-name-23","Zwód"
"attack-name-24","Szybki strzał"
"attack-name-26","Strzał ze Strzelby"
"attack-name-27","Potężny Strzał ze Strzelby"
"attack-name-28","Strzał z Bliska"
"attack-name-29","Stabilny Strzał"
"attack-name-2","Potrójny Atak"
"attack-name-30","Strzał Blokujący"
"attack-name-31","Zapora Ogniowa"
"attack-name-32","Strzał w Głowę"
"attack-name-33","Wymierzony Strzał"
"attack-name-34","Zaplanowany Strzał"
"attack-name-35","Mistrzowski Strzał"
"attack-name-36","Trzask Bicza"
"attack-name-37","Oplątanie Biczem"
"attack-name-38","Cięcie Biczem"
"attack-name-39","Rytuał Leczniczy"
"attack-name-3","Riposta"
"attack-name-40","Rytuał Jedności"
"attack-name-41","Klątwa Trucizny"
"attack-name-42","Wiązka Zmienna"
"attack-name-43","Wiązka Stała"
"attack-name-44","Wiązka Defensywna"
"attack-name-45","Szybkie Wyładowanie"
"attack-name-46","Atak Włócznią"
"attack-name-47","Rzut Włócznią"
"attack-name-48","Obrona Włócznią"
"attack-name-49","Potężna Włócznia"
"attack-name-4","Cięta Kontra"
"attack-name-50","Wybuch Dynamitu"
"attack-name-51","Wybuch Kontrolowany"
"attack-name-52","Wybuch Planowy"
"attack-name-53","Pazury"
"attack-name-54","Mocne Pazury"
"attack-name-55","Ostre Pazury"
"attack-name-56","Kły"
"attack-name-57","Uderzenie"
