"@authors","Maschinen-Mensch, Dennis Kogel, Luke Openshaw, Tristan Dahl"
"@vars","$彼=彼|彼女,$彼$=彼|彼女"

"name-consonants","bcdfghjklmnpqrstvwxyz"
"name-vowels","aeiou"
"act-barter-action","物々交換"
"act-cancelTravel-action","移動の中止"
"act-endgame-action","メインメニューに戻る"
"act-loot-action","アイテムを見る"
"act-mapShot-action","スクリーンショットの保存"
"act-open-camp-action","キャンプ"
"act-report-action","レポートを見る"
"act-returnhome-action","遠征完了！"
"act-showStats-action","地図を見る"
"act-stopRest-action","休息の中止"
"act-stopWait-action","待機の中止"
"act-travel-action","移動だ！"
"anm-camel-title","ラクダ"
"anm-camel","タフなラクダ。木箱をたくさん運ぶことができる。"
"anm-chasmosaurus-title","カスモサウルス"
"anm-chasmosaurus","大きくてのろまな草食恐竜。"
"anm-dog-hunting-title","狩猟犬"
"anm-dog-hunting","人類最良の友。"
"anm-dog-husky-title","ハスキー"
"anm-dog-luis-name","ルイス"
"anm-dog-luis-title","偵察犬"
"anm-dog-luis","小さいながら賢い犬。ティム・ティムスター記者の忠実なる4本足の相棒。"
"anm-dog-pug-title","パグ"
"anm-dog-pug","キエルベルクの親友であり、秘密のセラピスト。詩とダンスが好き。"
"anm-donkey-title","ロバ"
"anm-donkey","ロバは木箱をたくさん運ぶことができる。"
"anm-elephant-title","象"
"anm-gorilla-title","ゴリラ"
"anm-gorilla","ほぼ未調教のゴリラ。野生動物であり、首の鎖がなければ逃げ出すか人を攻撃する。"
"anm-hyena-title","ハイエナ"
"anm-hyena","ほぼ未調教のハイエナ。野生動物であり、首の鎖がなければ逃げ出すか人を攻撃する。"
"anm-parasaurolophus-title","パラサウロロフス"
"anm-parasaurolophus","普段は温厚で友好的な二足歩行の草食恐竜。大きく精巧なトサカが特徴的。"
"anm-raptor-title","恐竜"
"anm-raptor","知能が高く攻撃的な肉食恐竜。"
"anm-tiger-battle-title","バトルタイガー"
"anm-tiger-battle","ほぼ未調教のバトルタイガー。野生動物であり、首の鎖がなければ逃げ出すか人を攻撃する。"
"anm-tiger-title","トラ"
"anm-tiger-white-title","ホワイトタイガー"
"anm-sabertooth-title","サーベルタイガー"
"anm-tiger-white","ほぼ未調教のホワイトタイガー。野生動物であり、首の鎖がなければ逃げ出すか人を攻撃する。"
"anm-tiger","ほぼ未調教のトラ。野生動物であり、首の鎖がなければ逃げ出すか人を攻撃する。"
"anm-tortoise-title","巨大な亀"
"anm-tortoise","本当に大きな亀。木箱をたくさん運ぶことができる。"
"anm-waterBuffalo-title","水牛"
"anm-waterBuffalo","水牛。木箱をたくさん運ぶことができる。"
"attack-loki-name-1","ロキの直線ビーム"
"attack-loki-name-2","ロキの防御ビーム"
"attack-loki-name","ロキの連射ビーム"
"attack-name-10","急所への一撃"
"attack-name-11","リッパーリープ"
"attack-name-12","側面攻撃"
"attack-name-13","防御"
"attack-name-14","強防御"
"attack-name-15","最強防御"
"attack-name-16","安定陣形"
"attack-name-17","戦術的優位"
"attack-name-18","回避"
"attack-name-19","防御的機動"
"attack-name-1","ダブルアタック"
"attack-name-20","傑出した戦術"
"attack-name-21","観察"
"attack-name-22","警戒"
"attack-name-23","フェイント"
"attack-name-24","早撃ち"
"attack-name-26","ショットガンブラスト"
"attack-name-27","ショットガンパワーブラスト"
"attack-name-28","至近射撃"
"attack-name-29","安定射撃"
"attack-name-2","トリプルアタック"
"attack-name-30","制圧射撃"
"attack-name-31","弾丸の壁"
"attack-name-32","ヘッドショット"
"attack-name-33","狙撃"
"attack-name-34","計画射撃"
"attack-name-35","技巧的射撃"
"attack-name-36","鞭鳴らし"
"attack-name-37","束縛の鞭"
"attack-name-38","切り裂く鞭"
"attack-name-39","治癒の儀式"
"attack-name-3","反撃"
"attack-name-40","団結の儀式"
"attack-name-41","毒の呪い"
"attack-name-42","連射ビーム"
"attack-name-43","直線ビーム"
"attack-name-44","防御ビーム"
"attack-name-45","瞬速放電"
"attack-name-46","槍攻撃"
"attack-name-47","槍投げ"
"attack-name-48","槍防御"
"attack-name-49","パワースピア"
"attack-name-4","切り裂く反撃"
"attack-name-50","ダイナマイト爆破"
"attack-name-51","ピンポイント爆破"
"attack-name-52","計画爆破"
"attack-name-53","爪"
"attack-name-54","強力な爪"
"attack-name-55","猛烈な爪"
"attack-name-56","牙"
"attack-name-57","強打"
"attack-name-58","踏みつけ"
"attack-name-59","大きなくちばし"
"attack-name-5","盾反撃"
"attack-name-60","小さなくちばし"
"attack-name-61","尻尾"
"attack-name-62","蹄"
"attack-name-63","体当たり"
"attack-name-64","角"
"attack-name-65","甲羅"
"attack-name-66","クモの牙"
"attack-name-67","突き刺す足"
"attack-name-68","触手の鞭"
"attack-name-69","突き刺す触手"
"attack-name-6","致命的な反撃"
"attack-name-70","毒針"
"attack-name-71","毒"
"attack-name-72","生命吸収"
"attack-name-7","頭突き"
"attack-name-8","精密攻撃"
"attack-name-9","キック"
"attack-name","攻撃"
"attack-name-taunt","挑発"
