"@authors","Tomedes, Project Gutenberg powered by indienova： 乱堆糖果，可里，daqicheng，doodle，葉月，一健，Yidi Zhu，希哲，West，gino，seikosha，freeman4pm，ii，sissel，潦倒困，弓水文，胡萝卜，ectopistes，craft，谜之声"
"@vars","$他=他|她, $他的=他的|她的, $他$=他|她, $他的$=他的|她的"

"name-consonants","bcdfghjklmnpqrstvwxyz"
"name-vowels","aeiou"
"act-barter-action","交易"
"act-cancelTravel-action","停止旅行"
"act-endgame-action","返回主菜单"
"act-loot-action","查看道具"
"act-mapShot-action","保存截图"
"act-open-camp-action","营帐"
"act-report-action","查看报告"
"act-returnhome-action","结束探险！"
"act-showStats-action","显示数据"
"act-stopRest-action","结束休整"
"act-stopWait-action","结束等待"
"act-travel-action","出发！"
"anm-camel-title","骆驼"
"anm-camel","吃苦耐劳的骆驼，能携带许多额外货箱。"
"anm-chasmosaurus-title","开角龙"
"anm-chasmosaurus","食草恐龙，体型巨大，行动缓慢。"
"anm-dog-hunting-title","猎犬"
"anm-dog-hunting","人类最好的伙伴"
"anm-dog-husky-title","哈士奇"
"anm-dog-luis-name","路易斯"
"anm-dog-luis-title","侦察犬"
"anm-dog-luis","一只小巧但机灵的狗，记者丁丁忠诚的四足伙伴。"
"anm-dog-pug-title","哈巴狗"
"anm-dog-pug","谢尔贝格最好的朋友，同时也是他的秘密治疗师，喜爱诗歌和电臀舞。"
"anm-donkey-title","驴子"
"anm-donkey","驴可以携带许多额外的货箱。"
"anm-elephant-title","大象"
"anm-gorilla-title","大猩猩"
"anm-gorilla","一只勉强驯化了的大猩猩。如果不是脖子套着锁链，这样一只野生动物恐怕会当场逃跑或袭击我们。"
"anm-hyena-title","鬣狗"
"anm-hyena","一条勉强驯化了的鬣狗。如果不是脖子上套着锁链，这样一只野生动物恐怕会当场逃跑或袭击我们。"
"anm-parasaurolophus-title","副栉龙"
"anm-parasaurolophus","通常来说平静而友好的双足食草恐龙，以其巨大而复杂的冠饰而闻名。"
"anm-raptor-title","迅猛龙"
"anm-raptor","非常聪明但却有着极强攻击倾向的食肉恐龙。"
"anm-tiger-battle-title","战虎"
"anm-tiger-battle","一只勉强驯化了的战虎。如果不是脖子套着锁链，这样一只野生动物恐怕会当场逃跑或袭击我们。"
"anm-tiger-title","虎"
"anm-tiger-white-title","白虎"
"anm-sabertooth-title","剑齿虎"
"anm-tiger-white","一只勉强驯化了的白虎。如果不是脖子上套着锁链，这样一只野生动物恐怕会当场逃跑或袭击我们。"
"anm-tiger","一只勉强驯化了的老虎。如果不是脖子套着锁链，这样一只野生动物恐怕会当场逃跑或袭击我们。"
"anm-tortoise-title","巨型陆龟"
"anm-tortoise","相当巨大的陆龟。可以携带许多额外的箱子。"
"anm-waterBuffalo-title","水牛"
"anm-waterBuffalo","一头水牛。可以携带许多箱子。"
"attack-loki-name-1","洛基的稳定光束"
"attack-loki-name-2","洛基的防御光束"
"attack-loki-name","洛基的交替光束"
"attack-name-10","精准刺击"
"attack-name-11","撕裂者之跃"
"attack-name-12","两翼夹击"
"attack-name-13","防御"
"attack-name-14","强防御"
"attack-name-15","极限防御"
"attack-name-16","稳定站位"
"attack-name-17","战术优势"
"attack-name-18","闪避"
"attack-name-19","防御行动"
"attack-name-1","二连击"
"attack-name-20","杰出战术"
"attack-name-21","观察"
"attack-name-22","警戒"
"attack-name-23","佯攻"
"attack-name-24","快速射击"
"attack-name-26","霰弹枪击"
"attack-name-27","霰弹强力击"
"attack-name-28","近距离射击"
"attack-name-29","稳定射击"
"attack-name-2","三连击"
"attack-name-30","逼退射击"
"attack-name-31","弹幕"
"attack-name-32","爆头"
"attack-name-33","瞄准射击"
"attack-name-34","预瞄射击"
"attack-name-35","完美射击"
"attack-name-36","鞭击"
"attack-name-37","缠绕鞭击"
"attack-name-38","割裂鞭击"
"attack-name-39","治疗仪式"
"attack-name-3","回击"
"attack-name-40","团结仪式"
"attack-name-41","毒咒"
"attack-name-42","交替光束"
"attack-name-43","稳定光束"
"attack-name-44","防御光束"
"attack-name-45","快速放电"
"attack-name-46","长矛戳刺"
"attack-name-47","长矛投掷"
"attack-name-48","长矛守御"
"attack-name-49","长矛重击"
"attack-name-4","强力回击"
"attack-name-50","炸药爆破"
"attack-name-51","精准轰炸"
"attack-name-52","定向轰炸"
"attack-name-53","爪击"
"attack-name-54","强力爪击"
"attack-name-55","猛烈爪击"
"attack-name-56","撕咬"
"attack-name-57","猛击"
"attack-name-58","践踏"
"attack-name-59","大喙啄击"
"attack-name-5","防护回击"
"attack-name-60","小喙啄击"
"attack-name-61","甩尾"
"attack-name-62","蹄击"
"attack-name-63","撞击"
"attack-name-64","牛角冲撞"
"attack-name-65","甲壳防御"
"attack-name-66","蛛牙撕咬"
"attack-name-67","穿刺腿击"
"attack-name-68","触手鞭挞"
"attack-name-69","穿刺触手"
"attack-name-6","致命回击"
"attack-name-70","剧毒刺螯"
"attack-name-71","毒"
"attack-name-72","生命吸取"
"attack-name-7","愤怒头槌"
"attack-name-8","精确攻击"
"attack-name-9","脚踢"
"attack-name","攻击"
"attack-name-taunt","嘲讽"
"auction","[我认识一位俄罗斯收藏家，他肯定会爱上这玩意儿的。|这东西超级好卖。|这东西能卖个好价钱。|作为私人藏品来说简直是完美的艺术品。|把它们都卖给我，你将富可敌国。|太棒了！|很高兴能为这样的艺术品买单。|一分价钱一分货。|哇喔，好的，好的。|这种东西就别给博物馆了。|你可以好好赚上一笔。|你一早就这么打算的吧。|有钱能使鬼推磨。|为了它一切都是值得的。|这才是我工作的意义。|成交！|我出的每一分价钱都对得起它。|你让我深感满足。|我都找不到合适的褒美之词啦。|你有善于发现价值的眼睛。|还能再来点儿吗？|我们的审美如此一致。|很棒的一笔交易。|噢噢噢噢噢！|一切为了女王和帝国。|上帝保佑女王。|这证明了探险的付出是值得的。|真是完美。|这背后有多么英勇的故事？|你真是足智多谋。|让它们源源不断地来吧。|这笔交易足以写上教科书。|感谢上帝。|这能让你偿还一些债务。|一手交货，一手交钱。|能否告诉我这是从哪儿来的？|无畏的精神总能让你满载而归。|每件东西都有自己的价值。|完美。|我的客户会买下所有的这些。|你能活着把它带回来真是太好了。|这就是风险的回报。]"
"barter-cancel","取消"
"barter-close","关闭"
"barter-deal","成交"
"barter-drop","扔下"
"barter-escape","逃跑！"
"barter-loot","拿走物品"
"barter-nodeal","无法成交"
"barter-party","你的物品"
"barter-standing","土著关系 +$val "
"barter-takeall","全部拿走"
"barter-their","对方的物品"
"base-continue","继续"
