"@authors","Utopian. io/@kedi, Mustafa Can, Elysion, Mutlu Tayfun Küçük, alialniak, intelligencer, Ömer Atagün, bekoledin, Ugur Gulmen, vitruvianman, arif2k, Furkan Ergenç, alicangec, emreozturk, Irem Karabulut, madbuddhaabuser, okn, İrem Karagöz, overmedia, Oğuzhan Karabulut, bitcoinfather, ghunwolde, bzkrtoguzhan, okanbaya, curtainwitcher, btknutzier, liquidoo, Fatih Küçükşen, hazalg, Erdem Şahin, Arda Kaplan, Berkay Tekinsen, baybali, hsyndemir, mustafakavak, alpertr, realinfo, tuganaerdogan, superdoctor, emrenano (Emre Erdoğan), Musa Avcı"
"@vars","$he=o|o,$him=onu|onu,$his=onun|onun,$himself=kendisine"

"name-consonants","rtypğsdfghjklşzcvbnmç"
"name-vowels","aeiıoöuü"
"act-barter-action","Takas yap"
"act-cancelTravel-action","Seyahat etmeyi bırak"
"act-endgame-action","Ana Menüye Dön"
"act-loot-action","Eşyalara Bak"
"act-mapShot-action","Ekran Görüntüsünü Kaydet"
"act-open-camp-action","Kamp yap"
"act-report-action","Raporu gör"
"act-returnhome-action","Seferi Bitir!"
"act-showStats-action","Haritaya bak"
"act-stopRest-action","Dinlenmeyi durdur"
"act-stopWait-action","Beklemeyi durdur"
"act-travel-action","Seyahate başla!"
"anm-camel-title","Deve"
"anm-camel","Stoacı bir deve. Birçok fazladan kasa taşıyabilir."
"anm-chasmosaurus-title","Chasmosaurus"
"anm-chasmosaurus","Büyük ve oldukça yavaş bir otobur dinozor."
"anm-dog-hunting-title","Av köpeği"
"anm-dog-hunting","İnsanın en iyi dostu"
"anm-dog-husky-title","Husky"
"anm-dog-luis-name","Luis"
"anm-dog-luis-title","İzci köpeği"
"anm-dog-luis","Küçük ama akıllı bir köpek. Gazeteci Tim Timster'ın sadık, dört bacaklı arkadaşı."
"anm-dog-pug-title","Pug"
"anm-dog-pug","Kjellberg'in en iyi arkadaşı ve gizli terapisti. Şiiri ve twerki sever."
"anm-donkey-title","Eşek"
"anm-donkey","Eşekler fazladan kasa taşıyabilir."
"anm-elephant-title","Fil"
"anm-gorilla-title","Goril"
"anm-gorilla","Çok az evcilleştirilmiş bir goril. Vahşi bir hayvan ve boynunda zinciri olmazsa kaçıp gidebilir ya da bize oracıkta saldırabilir."
"anm-hyena-title","Sırtlan"
"anm-hyena","Kabaca evcilleştirilmiş bir sırtlan. Vahşi bir hayvan ve boynunda zinciri olmazsa ya kaçıp gider ya da bizi ısırıp saldırabilir."
"anm-parasaurolophus-title","Parasaurolophus"
"anm-parasaurolophus","Uzun, ayrıntılı kafatası tepesiyle bilinen genellikle çok sakin ve iki ayaklı bir otobur dinozor."
"anm-raptor-title","Raptor"
"anm-raptor","Çok akıllı fakat son derece agresif bir etobur dizonor."
"anm-tiger-battle-title","Savaş Kaplanı"
"anm-tiger-battle","Zor evcilleştirilen bir savaş kaplanı. Vahşi bir hayvan ve boynunun etrafında zincirleri olmadan zor durumdayken ya kaçar ya da bize saldırır."
"anm-tiger-title","Kaplan"
"anm-tiger-white-title","Beyaz Kaplan"
"anm-sabertooth-title","Kılıçdiş kaplan"
"anm-tiger-white","Zor evcilleştirilen bir beyaz kaplan. Vahşi bir hayvan ve boynunun etrafında zincirleri olmadan zor durumdayken ya kaçar ya da bize saldırır."
"anm-tiger","Zor evcilleştirilen bir kaplan. Vahşi bir hayvan ve boynunun etrafında zincirleri olmadan zor durumdayken ya kaçar ya da bize saldırır."
"anm-tortoise-title","Dev Tosbağa"
"anm-tortoise","Gerçekten büyük bir tosbağa. Birçok fazladan kasa taşıyabilir."
